0, 82954, 59939, 188273, 0.014558
0, 177670, 132916, 390955, 0.032304
0, 410876, 303644, 963738, 0.068807
0, 503660, 382731, 1144793, 0.082632
0, 832857, 617513, 2108962, 0.136705
0, 1368186, 1055865, 3322409, 0.217961
0, 2264914, 1679427, 6297904, 0.374068
0, 2106495, 1613367, 5684342, 0.342806
0, 3055453, 2314581, 8711794, 0.505132
0, 4034166, 3168058, 10751490, 0.644151
0, 7538967, 5868466, 20449629, 1.216745
0, 7256497, 5732742, 20040712, 1.155756
0, 8229051, 6392889, 23490532, 1.338396
0, 4947176, 3965998, 13275702, 0.775529
0, 4821196, 3863717, 12743127, 0.766172
0, 4612460, 3568792, 13686849, 0.752903
0, 2480957, 1937012, 6843716, 0.402227
0, 3863348, 3073340, 10280818, 0.603574
0, 7959449, 6013596, 24066351, 1.304210
0, 10239997, 8101203, 28372595, 1.594727
0, 6523669, 4841574, 21011993, 1.082238
0, 2204983, 1729323, 5956558, 0.345916
0, 2952706, 2198290, 9461232, 0.490198
0, 4365595, 3428908, 11845839, 0.678821
0, 6630596, 4597143, 23889912, 1.136799
0, 7631444, 5877296, 20857591, 1.186975
0, 4986668, 3581459, 16054338, 0.814190
0, 3110823, 2309807, 8972014, 0.488715
0, 4486765, 3303436, 13007261, 0.705723
0, 3188247, 2278128, 9439328, 0.502971
0, 2713760, 1945448, 7769691, 0.429656
0, 1907094, 1333147, 5576035, 0.298515
0, 2061459, 1480870, 5491990, 0.319833
0, 1460260, 1003003, 4045060, 0.230337
0, 1345306, 939421, 3580057, 0.211168
0, 747470, 480614, 2064978, 0.119956
0, 1069357, 751005, 2499282, 0.161570
0, 416551, 267307, 1041229, 0.065838
1, 1063690135, 244943310, 1397474588, 81.891823
1, 66905363, 15625601, 87227321, 5.120853
1, 49154987, 11364788, 64215459, 3.747678
1, 16079735, 3631101, 21515320, 1.260619
1, 4570088, 1050845, 5957247, 0.352763
1, 1893203, 426576, 2522023, 0.150525
1, 608458, 142591, 803093, 0.048630
1, 368298, 84247, 478205, 0.030809
1, 42912, 10025, 53800, 0.003278
1, 41844, 9750, 52516, 0.004833
1, 4605, 1086, 5911, 0.000342
1, 4580, 1084, 5851, 0.000326
1, 2181, 564, 2549, 0.000148
1, 2027, 528, 2323, 0.000125
1, 1036, 294, 1130, 0.000058
1, 433, 119, 469, 0.000023
1, 174, 48, 178, 0.000010
1, 73, 21, 70, 0.000006
1, 19, 6, 18, 0.000004
1, 6, 2, 5, 0.000003
1, 5, 2, 4, 0.000003
1, 2, 1, 1, 0.000003
